Date,Open,High,Low,Close,Adj Close,Volume
7/6/2011,27.301001,27.715,27.301001,27.42,25.527664,10541000
8/6/2011,27.257,27.264,25.834,27,25.136641,30792000
9/6/2011,26.851999,27.308001,26.815001,27.17,25.294914,8317000
10/6/2011,27.039,27.160999,26.514,26.702999,24.860146,10220000
13/6/2011,26.702,26.917,26.629,26.742001,24.896456,9258000
14/6/2011,26.9,27.496,26.854,27.412001,25.520214,8926000
15/6/2011,27.108,27.568001,27.047001,27.047001,25.180399,10766000
16/6/2011,27.047001,27.047001,26.514999,26.667999,24.827557,8746000
17/6/2011,26.826,27.24,26.487,26.608999,24.772629,12558000
20/6/2011,26.599001,27.066,26.537001,26.995001,25.131998,6104000
21/6/2011,27.108,27.544001,27.011999,27.403,25.511835,6106000
22/6/2011,27.306999,27.629999,27.114,27.114,25.242775,5425000
23/6/2011,26.889999,27.313,26.709999,27.313,25.428045,6659000
24/6/2011,27.299999,27.42,27.035,27.42,25.527664,12495000
27/6/2011,27.308001,27.413,27.040001,27.26,25.378704,8099000
28/6/2011,27.476,27.9,27.393999,27.823,25.902853,10349000
29/6/2011,27.885,30.981001,27.523001,30.969999,28.832666,44579000
30/6/2011,30.677999,30.975,29.958,30.134001,28.054363,37687000
1/7/2011,30.048,31.563999,29.959999,31.447001,29.276749,24158000
5/7/2011,31.242001,31.773001,31.200001,31.596001,29.415466,10387000
6/7/2011,31.490999,31.728001,31.202999,31.290001,29.144417,10999000
7/7/2011,31.246,32.228001,31.246,31.902,29.714447,21592000
8/7/2011,31.406,31.743999,31.313999,31.528999,29.367022,10455000
11/7/2011,31.319,31.334999,30.700001,30.746,28.637716,10621000
12/7/2011,30.816999,30.950001,30.372999,30.391001,28.307064,13843000
13/7/2011,30.594999,30.995001,30.57,30.589001,28.49148,12417000
14/7/2011,30.451,31.1,30.451,30.568001,28.471928,9649000
15/7/2011,30.657,30.93,30.542999,30.754999,28.646097,10013000
18/7/2011,30.664,30.947001,30.395,30.754999,28.646097,11773000
19/7/2011,30.934999,31.277,30.837,31.139,29.003765,10771000
20/7/2011,31.249001,31.278,30.650999,30.827,28.713167,5922000
21/7/2011,30.993999,31.493,30.858999,31.052,28.922733,8257000
22/7/2011,31.070999,31.570999,30.902,31.414,29.259905,6793000
25/7/2011,31.027,31.871,30.968,31.635,29.465759,7013000
26/7/2011,31.636,31.865,31.237,31.275999,29.131374,5409000
27/7/2011,31.138,31.35,30.298,30.309,28.230688,10670000
28/7/2011,30.393,31.212,30.271,30.690001,28.58556,11385000
29/7/2011,30.205,30.686001,29.959999,30.325001,28.245586,8973000
1/8/2011,30.823999,31.165001,30.101999,30.412001,28.326624,7046000
2/8/2011,30.292,30.941,29.849001,29.849001,27.802225,11625000
3/8/2011,31.221001,34.042,31.153999,33.847,31.526094,51905000
4/8/2011,33.382999,33.561001,32.259998,32.259998,30.047907,24544000
5/8/2011,32.876999,33.094002,31.334,32.653999,30.414886,23768000
8/8/2011,31.487,32.23,29.167,29.195999,27.193995,28694000
9/8/2011,29.992001,32.280998,29.454,32.280998,30.067463,26779000
10/8/2011,31.400999,32.119999,30.361,30.371,28.288431,29809000
11/8/2011,30.923,33,30.59,32.738998,30.494062,25496000
12/8/2011,32.900002,33.271999,31.818001,32.806999,30.557396,12999000
15/8/2011,33.102001,33.849998,32.605999,33.5,31.202868,14919000
16/8/2011,33.382,33.799999,32.845001,33.5,31.202868,14729000
17/8/2011,33.712002,33.754002,32.310001,32.622002,30.385088,14693000
18/8/2011,31.754,32,30.271,30.490999,28.400206,21241000
19/8/2011,30.129,31.030001,30,30.016001,27.957773,15611000
22/8/2011,30.794001,30.870001,30.139999,30.6,28.501728,10295000
23/8/2011,30.872999,32.249001,30.426001,32.238998,30.028334,10723000
24/8/2011,32.230999,32.980999,31.895,32.52,30.290081,11707000
25/8/2011,32.610001,32.949001,32.096001,32.285999,30.072109,8263000
26/8/2011,32.083,32.701,31.337,32.533001,30.302183,10520000
29/8/2011,32.946999,33.395,32.181999,32.737,30.492193,15119000
30/8/2011,32.533001,33.18,32.101002,32.973,30.712011,11211000
31/8/2011,33.293999,33.575001,32.612999,32.971001,30.710154,10337000
1/9/2011,33.013,33.516998,32.848999,33.006001,30.74276,10556000
2/9/2011,32.264999,32.661999,32.005001,32.068001,29.869068,8722000
6/9/2011,31.308001,32.332001,31.152,32.299999,30.085159,12269000
7/9/2011,32.813999,33.933998,32.734001,33.91,31.584755,16441000
8/9/2011,33.724998,34.513,33.537998,33.791,31.473919,16012000
9/9/2011,33.618,33.761002,32.188,32.202,29.993883,17671000
12/9/2011,31.995001,32.549,31.469999,32.203999,29.995743,15418000
13/9/2011,32.236,32.889,32.005001,32.886002,30.630983,10394000
14/9/2011,33.002998,33.866001,32.639,33.723,31.410578,17896000
15/9/2011,33.875,34.956001,33.053001,34.793999,32.408138,22126000
16/9/2011,34.983002,35.200001,33.819,34.695,32.315945,52441000
19/9/2011,34.154999,35.200001,33.893002,34.798,32.411877,16494000
20/9/2011,34.830002,36.194,34.830002,35.377998,32.952103,22902000
21/9/2011,35.456001,35.647999,34.092999,34.097,31.758938,14182000
22/9/2011,33.203999,33.801998,32.323002,33.096001,30.826582,22186000
23/9/2011,33.007999,33.813999,32.821999,33.702999,31.391958,12941000
26/9/2011,33.984001,34.396,33.112999,33.439999,31.146982,15891000
27/9/2011,33.908001,34.199001,33.347,33.811001,31.492554,12272000
28/9/2011,33.806,34,32.915001,32.981998,30.7204,10268000
29/9/2011,33.638,33.778999,32.146999,32.837002,30.585335,10228000
30/9/2011,32.402,32.423,31.247999,31.716,29.54121,17195000
3/10/2011,31.450001,32.400002,31.01,31.087999,28.956268,14377000
4/10/2011,30.797001,30.867001,29.301001,30.766001,28.656351,27000000
5/10/2011,30.802999,31.378,30.228001,31.333,29.198702,16059000
6/10/2011,31.250999,31.891001,30.921,31.625999,29.471743,13364000
7/10/2011,31.753,31.924999,30.929001,31.146,29.024441,12340000
10/10/2011,31.552999,32.582001,31.552999,32.581001,30.361694,9527000
11/10/2011,32.312,33.317001,32.200001,32.951,30.70649,10954000
12/10/2011,33.441002,33.737,32.709999,32.799,30.564844,14183000
13/10/2011,32.709999,33.915001,32.654999,33.598999,31.310352,12993000
14/10/2011,33.830002,34.492001,33.731998,34.158001,31.831263,8943000
17/10/2011,34.084,34.216,33.377998,33.512001,31.22928,9065000
18/10/2011,33.561001,34.147999,33.116001,33.988998,31.673782,10625000
19/10/2011,34,34.011002,32.361,32.376999,30.171577,12912000
20/10/2011,32.646999,32.937,32.249001,32.568001,30.349585,12506000
21/10/2011,32.973,33.361,32.66,33.34,31.068996,10032000
24/10/2011,33.279999,34.110001,33.279999,34.069,31.748335,8156000
25/10/2011,33.813,33.983002,32.700001,32.750999,30.520113,8323000
26/10/2011,33.259998,33.298,32.458,32.905998,30.664541,10964000
27/10/2011,33.601002,34.959,33.118999,34.915001,32.53672,16934000
28/10/2011,34.658001,35.5,34.617001,35.458,33.042725,9729000
31/10/2011,35.115002,35.599998,34.609001,34.723999,32.358723,9254000
1/11/2011,33.674,34.099998,33.335999,33.43,31.152863,12690000
2/11/2011,36.105,36.48,35.143002,35.765999,33.32975,30756000
3/11/2011,35.535,36.799,35.500999,36.659,34.161907,14512000
4/11/2011,36.484001,36.898998,35.91,36.008999,33.556198,12421000
7/11/2011,36.196999,36.595001,35.874001,36.591,34.098537,10310000
8/11/2011,36.812,36.898998,36.305,36.806999,34.299843,9154000
9/11/2011,36.168999,36.644001,35.743999,35.743999,33.309258,11119000
10/11/2011,36.221001,36.271,35.536999,36.011002,33.558056,6778000
11/11/2011,36.256001,37.036999,36.254002,37.014999,34.493671,10283000
14/11/2011,36.626999,37.32,36.601002,36.727001,34.225285,6941000
15/11/2011,36.743,37.355,36.700001,37.132999,34.603634,8888000
16/11/2011,36.852001,36.983002,36.099998,36.099998,33.640999,9753000
17/11/2011,36.193001,36.679001,35.662998,35.938999,33.490959,11423000
18/11/2011,36.158001,36.200001,35.599998,36.042,33.586945,10586000
21/11/2011,35.500999,35.681,34.881001,35.18,32.783669,14079000
22/11/2011,35.205002,35.834999,35.200001,35.455002,33.039925,7707000
23/11/2011,35.334,35.471001,34.657001,34.705002,32.341034,9350000
25/11/2011,34.529999,35.157001,34.5,34.619999,32.261803,3939000
28/11/2011,35.591999,35.999001,35.48,35.924999,33.477901,10898000
29/11/2011,36.005001,36.146,35.5,35.768002,33.331615,7204000
30/11/2011,36.801998,37.470001,36.605,37.455002,34.903687,12752000
1/12/2011,37.241001,38.195999,37.241001,38.096001,35.501041,12151000
2/12/2011,38.369999,38.499001,37.838001,37.838001,35.260605,9320000
5/12/2011,38.299,38.334999,37.000999,37.284,34.744347,10981000
6/12/2011,37.205002,37.498001,37.016998,37.130001,34.600834,8895000
7/12/2011,37.116001,37.498001,36.636002,37.435001,34.885059,7934000
8/12/2011,37.331001,37.811001,36.887001,36.931,34.415398,8544000
9/12/2011,37.345001,37.93,36.983002,37.742001,35.17115,8405000
12/12/2011,37.397999,37.530998,36.908001,37.127998,34.598972,6025000
13/12/2011,37.464001,37.494999,36.623001,36.894001,34.380909,7006000
14/12/2011,36.605,36.708,36,36.112,33.652168,10399000
15/12/2011,36.793999,36.796001,35.896999,35.921001,33.474197,7661000
16/12/2011,36.013,36.595001,35.828999,36.216,33.749096,8399000
19/12/2011,36.27,36.799999,35.799999,35.874001,33.430382,10939000
20/12/2011,36.331001,37.417,36.000999,37.390999,34.844048,13179000
21/12/2011,37.313999,37.450001,36.668999,37.417999,34.869221,7936000
22/12/2011,37.469002,37.655998,36.758999,37.125,34.596161,9340000
23/12/2011,37.331001,37.814999,37.175999,37.814999,35.239185,4655000
27/12/2011,37.879002,38.132,37.415001,37.474998,34.922333,4448000
28/12/2011,37.689999,37.689999,37.139,37.377998,34.83194,5252000
29/12/2011,37.398998,37.84,37.366001,37.827,35.250355,4874000
30/12/2011,37.799,37.819,37.282001,37.282001,34.742481,5216000
3/1/2012,37.837002,37.863998,36.561001,36.837002,34.327805,14708000
4/1/2012,36.497002,36.674,35.257,35.625,33.198338,22841000
5/1/2012,35.380001,35.563,35.055,35.241001,32.854347,14757000
6/1/2012,35.335999,35.400002,34.178001,34.292,31.969604,20887000
9/1/2012,34.487,34.782001,34.209,34.582001,32.23996,11486000
10/1/2012,34.875,35.127998,34.523998,34.882999,32.520576,10252000
11/1/2012,33.998001,34.556,33.904999,34.146999,31.834429,14353000
12/1/2012,34.150002,34.485001,33.956001,34.330002,32.005035,13262000
13/1/2012,34.159,34.597,33.731998,33.908001,31.611612,12545000
17/1/2012,34.106998,34.700001,34.050999,34.597,32.253948,11118000
18/1/2012,34.598999,35.451,34.567001,35.237999,32.851536,12440000
19/1/2012,35.549,35.599998,35.051998,35.290001,32.900024,8855000
20/1/2012,34.997002,35,33.75,34.066002,31.758911,18952000
23/1/2012,33.994999,34.389999,33.625999,33.905998,31.609741,10343000
24/1/2012,33.846001,34.459999,33.73,34.268002,31.947233,6830000
25/1/2012,34.216,34.987999,34.099998,34.876999,32.514992,8994000
26/1/2012,34.901001,35.493999,34.722,34.783001,32.427361,9230000
27/1/2012,34.775002,35.169998,34.561001,34.879002,32.516861,7243000
30/1/2012,34.696999,35.237,34.625,35.196999,32.813309,8240000
31/1/2012,35.536999,35.865002,35.243999,35.556999,33.148922,10633000
1/2/2012,35.824001,36.123001,35.599998,35.762001,33.340054,14580000
2/2/2012,36.716,38.424999,36.716,38.157001,35.572853,35026000
3/2/2012,38.205002,39.130001,38.205002,39.032001,36.388603,22332000
6/2/2012,39.299999,39.299999,38.700001,39.131001,36.480896,11256000
7/2/2012,39.199001,39.448002,38.865002,39.291,36.630058,12568000
8/2/2012,39.301998,39.515999,39.025002,39.491001,36.816509,10090000
9/2/2012,39.997002,40.179001,39.426998,39.639999,36.955421,10000000
10/2/2012,39.400002,39.698002,39.241001,39.613998,36.931175,7484000
13/2/2012,39.952,40,39.532001,39.665001,36.978729,5847000
14/2/2012,39.646999,39.654999,39.382,39.555,36.876175,7660000
15/2/2012,39.880001,39.973,39.264999,39.296001,36.63472,7305000
16/2/2012,39.41,39.587002,38.977001,39.314999,36.652424,7223000
17/2/2012,39.472,39.699001,39.229,39.599998,36.918121,7688000
21/2/2012,39.544998,40.078999,39.401001,39.955002,37.249092,11588000
22/2/2012,39.798,40.854,39.798,40.682999,37.927788,10087000
23/2/2012,40.679001,40.777,40.423,40.610001,37.859707,8216000
24/2/2012,40.832001,41.875999,40.618999,41.561001,38.746323,12869000
27/2/2012,41.233002,42.208,41.097,42.139999,39.286121,8754000
28/2/2012,42.146999,42.599998,42.000999,42.396999,39.5257,9691000
29/2/2012,42.412998,42.856998,41.761002,42,39.15559,10991000
1/3/2012,42.249001,42.327999,41.700001,42.042999,39.195675,8726000
2/3/2012,41.650002,41.946999,41.268002,41.278,38.482494,9652000
5/3/2012,41.452,41.93,41.213001,41.762001,38.933723,8318000
6/3/2012,41.097,41.213001,40.627998,40.834,38.068573,9358000
7/3/2012,41.131001,41.499001,41.064999,41.174,38.385532,8394000
8/3/2012,41.445999,41.893002,41.355,41.726002,38.900154,7095000
9/3/2012,41.817001,42.106998,41.550999,41.952,39.110832,7354000
12/3/2012,41.806999,42.362999,41.752998,41.986,39.142536,6463000
13/3/2012,42.200001,42.334,41.68,42.321999,39.455788,7528000
14/3/2012,42.242001,42.612999,41.866001,42.141998,39.287975,6175000
15/3/2012,42.141998,42.299,41.799999,41.955002,39.113647,5888000
16/3/2012,41.868999,42.137001,41.807999,42.016998,39.171436,7608000
19/3/2012,41.977001,42.810001,41.922001,42.508999,39.630123,8011000
20/3/2012,42.318001,42.391998,41.764,41.897999,39.060493,5960000
21/3/2012,42.005001,42.297001,41.789001,41.793999,38.963535,5995000
22/3/2012,41.744999,42.132999,41.500999,41.683998,38.861,6306000
23/3/2012,41.622002,42.636002,41.622002,42.401001,39.529438,6644000
26/3/2012,42.729,43.756001,42.500999,43.568001,40.617409,10460000
27/3/2012,43.550999,43.59,43.066002,43.066002,40.149395,7299000
28/3/2012,43.380001,43.473999,42.480999,42.751999,39.856663,6837000
29/3/2012,42.462002,42.832001,42.158001,42.821999,39.921921,5092000
30/3/2012,42.862999,42.870998,42,42.054001,39.205917,10180000
2/4/2012,42.183998,43.433998,41.900002,43.205002,40.27898,8944000
3/4/2012,43.171001,44.060001,42.903999,43.801998,40.835552,11526000
4/4/2012,43.438999,43.650002,42.612999,43.094002,40.203053,9824000
5/4/2012,43.048,44.220001,42.868999,43.985001,41.034256,8506000
9/4/2012,43.293999,44.287998,43.215,43.929001,40.982025,8574000
10/4/2012,43.929001,44.095001,42.418999,42.473,39.623699,12612000
11/4/2012,42.957001,43.242001,42.722,43.004002,40.119068,5751000
12/4/2012,43.050999,43.422001,42.970001,43.397999,40.486633,5312000
13/4/2012,43.362999,44.380001,43.098999,44.046001,41.091164,10572000
16/4/2012,44.087002,44.146999,42.901001,43.265999,40.363503,7687000
17/4/2012,43.481998,43.924,43.448002,43.842999,40.901791,5232000
18/4/2012,43.730999,44.097,43.597,43.669998,40.740402,5208000
19/4/2012,43.717999,44.078999,43.234001,43.681999,40.751598,6880000
20/4/2012,44.000999,44.328999,43.748001,44.043999,41.089314,9070000
23/4/2012,43.601002,43.743,42.075001,43.026001,40.139618,12354000
24/4/2012,43.023998,43.587002,42.667999,43.029999,40.143322,6525000
25/4/2012,43.467999,44.506001,43.174,44.506001,41.520306,9781000
26/4/2012,44.449001,45.648998,44.449001,45.397999,42.352474,10407000
27/4/2012,45.811001,46.234001,45.550999,45.757999,42.688332,11799000
30/4/2012,45.939999,46.030998,45.133999,45.227001,42.192936,9794000
1/5/2012,45.584999,46.698002,45.367001,45.59,42.531593,17580000
2/5/2012,44.668999,45.82,44,45.145,42.116444,21649000
